Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1574p,Renato Carosone,Renato Carosone,2,Performer,92,7,0.249741,0.260899,3862.197457,0.004833
1575p,Renato De Carmine,Renato De Carmine,1,Performer,273,7,0.270361,0.283084,0.166667,0.004618
1576p,Renato Ercolani,Renato Ercolani,4,Performer,179,7,0.298424,0.327137,0,0.028311
1577p,Renato Fait,Renato Fait,2,Performer,179,7,0.327513,0.360732,36.476461,0.083136
1578p,Renato Fasano,Renato Fasano,4,Performer,179,7,0.306813,0.338009,12.763235,0.034335
1579p,Renato Federighi,Renato Federighi,1,Performer,179,8,0.294019,0.320647,0,0.027324
1580p,Renato Giangrandi,Renato Giangrandi,1,Performer,179,8,0.292506,0.317774,0,0.017768
1581p,Renato Maddalena,Renato Maddalena,5,Performer,256,1,1,1,0,0.000474
1582p,Renato Rascel,Renato Rascel,122,Performer,92,8,0.203197,0.21345,5787,0.001469
1583p,Renato Ricciardi,Renato Ricciardi,2,Performer,223,1,1,1,1,0.000445
1584p,Renato Sellani,Renato Sellani,6,Performer,92,7,0.260623,0.274484,1641.026137,0.007921
1585p,Renato Tabarroni,Renato Tabarroni,1,Performer,249,2,0.666667,0.75,0,0.000236
1586p,Renato Zanfini,Renato Zanfini,1,Performer,179,7,0.311111,0.34336,0,0.045453
1587p,Rene Alix,Rene Alix,2,Performer,179,8,0.26564,0.282325,0,0.00624
1588p,Ren� Blanc,Ren� Blanc,1,Performer,179,8,0.284998,0.307905,0,0.020191
1589p,Ren� Leibowitz,Ren� Leibowitz,2,Performer,179,8,0.319181,0.35373,0,0.062963
1590p,Renzo Bado,Renzo Bado,1,Performer,224,1,1,1,0,0.000222
1591p,Renzo Bossi,Renzo Bossi,1,Performer,51,9,0.217641,0.228344,0,0.001008
1592p,Renzo Ferraguzzi,Renzo Ferraguzzi,3,Performer,273,6,0.313433,0.330374,1305.973755,0.019622
1594p,Renzo Robuschi,Renzo Robuschi,2,Performer,179,7,0.331049,0.367725,20.788079,0.094315
1595p,Renzo Tozzi,Renzo Tozzi,1,Performer,225,0,0,0,0,0
1596p,Rheno Jazz Gang,Rheno Jazz Gang,1,Performer,226,0,0,0,0,0
1597p,Ricardo Odnoposoff,Ricardo Odnoposoff,2,Performer,179,8,0.316618,0.352617,171.564842,0.070996
1598p,Riccardo Billi,Riccardo Billi,102,Performer,290,9,0.203433,0.216037,724.764921,0.003319
1599p,Riccardo Brengola,Riccardo Brengola,1,Performer,179,7,0.327569,0.359529,0,0.064879
1600p,Riccardo Castagnone,Riccardo Castagnone,1,Performer,179,7,0.304348,0.327929,0,0.035357
1601p,Riccardo Mantani,Riccardo Mantani,35,Performer,227,1,1,1,0.666667,0.001368
1603p,Riccardo Rauchi,Riccardo Rauchi,11,Performer,92,7,0.300981,0.324056,12449.756264,0.022216
1604p,Riccardo Tamagno,Riccardo Tamagno,1,Performer,179,7,0.324324,0.353387,0,0.055549
1605p,Ricet Barrier,Ricet Barrier,6,Performer,228,2,0.8,0.875,1,0.000742
1606p,Richard Norris,Richard Norris,1,Performer,229,0,0,0,0,0
1607p,Richard Rossmayer,Richard Rossmayer,4,Performer,230,0,0,0,0,0
1608p,Richard Schumacher,Richard Schumacher,3,Performer,179,7,0.333276,0.37123,92.44858,0.100191
1609p,Rik Roland,Rik Roland,3,Performer,231,1,1,1,0,0.000222
1610p,Rik Valente,Rik Valente,2,Performer,92,7,0.255556,0.271294,3306.444819,0.008922
1611p,Riki Gianco,Riki Gianco,1,Performer,92,7,0.249677,0.260382,2.197457,0.004379
1612p,Rina Sala Gallo,Rina Sala Gallo,1,Performer,232,0,0,0,0,0
1613p,Rinaldo Tosatti,Rinaldo Tosatti,2,Performer,179,7,0.306035,0.337574,80.470596,0.058838
1614p,Rino Castagnino,Rino Castagnino,1,Performer,233,8,0.262144,0.279922,0,0.005054
1615p,Rino Salviati,Rino Salviati,9,Performer,236,2,0.666667,0.75,0,0.000236
1616p,Rino Vanni,Rino Vanni,1,Performer,201,2,0.75,0.833333,0,0.00111
1932p,Rita Gorr,Rita Gorr,4,Performer,179,7,0.298517,0.327594,5787,0.028043
1617p,Rita Renoir,Rita Renoir,2,Performer,234,0,0,0,0,0
1618p,Rita Shell,Rita Shell,2,Performer,235,10,0.157598,0.162092,0,0.000237
1619p,Riverside Jazz Band,Riverside Jazz Band,65,Performer,92,7,0.284998,0.307208,7621.242604,0.017516
1620p,Rivista brasiliana,Rivista brasiliana,15,Performer,236,1,1,1,1,0.000445
1621p,Rob Nebbia,Rob Nebbia,11,Performer,92,7,0.252483,0.269777,9153.41077,0.011133
1622p,Robert Alexander Bohake,Robert Alexander Bohake,1,Performer,237,0,0,0,0,0
1623p,Robert Fizdale,Robert Fizdale,1,Performer,179,8,0.30531,0.336097,0,0.042875
1624p,Robert Goldsand,Robert Goldsand,1,Performer,238,0,0,0,0,0
1625p,Robert Haas,Robert Haas,1,Performer,239,1,1,1,0,0.000222
1626p,Robert Schrade,Robert Schrade,1,Performer,179,8,0.303059,0.335139,0,0.043546
1627p,Roberto Caruana,Roberto Caruana,4,Performer,179,7,0.34304,0.377541,423.33432,0.132862
1628p,Roberto Herlitzka,Roberto Herlitzka,14,Performer,81,1,1,1,0,0.001078
1629p,Roberto Lupi,Roberto Lupi,1,Performer,179,8,0.298286,0.324977,0.936577,0.02904
1630p,Roberto Murolo,Roberto Murolo,7,Performer,240,0,0,0,0,0
1631p,Roberto Negri,Roberto Negri,1,Performer,179,8,0.299628,0.329291,13.135999,0.034848
1632p,Roberto Petrin,Roberto Petrin,1,Performer,92,8,0.227884,0.238597,0,0.002729
1633p,Roberto Pistone,Roberto Pistone,20,Performer,287,7,0.246996,0.257967,0,0.002319
1634p,Roberts Casadeus,Roberts Casadeus,1,Performer,179,8,0.315274,0.34902,0,0.056665
1635p,Roby Milione,Roby Milione,3,Performer,92,9,0.165001,0.170321,0,0.000831
1636p,Rocky Mountains,Rocky Mountains,2,Performer,92,7,0.24668,0.257742,0,0.003635
1637p,Rocky Mountains Old Time Stompers,Rocky Mountains Old Time Stompers,2,Performer,92,7,0.259016,0.270419,0,0.003076
1638p,Rodolfo Bonetto,Rodolfo Bonetto,2,Performer,179,7,0.318917,0.337202,466.035712,0.036627
1639p,Rodolfo Caporali,Rodolfo Caporali,1,Performer,179,7,0.302158,0.327213,0,0.028104
1640p,Roger,Roger,2,Performer,241,1,1,1,0,0.000474
1641p,Rohan De Saram,Rohan De Saram,1,Performer,179,7,0.313993,0.345143,0,0.047858
1642p,Roland Pellegrini,Roland Pellegrini,1,Performer,273,8,0.221382,0.231111,0,0.001703
1643p,Rolando Panerai,Rolando Panerai,16,Performer,179,7,0.332187,0.371641,1333.044983,0.108517
1644p,Rolf Rapp,Rolf Rapp,3,Performer,179,7,0.309021,0.336948,2056.340649,0.040142
1645p,Roman New Orleans Jazz Band,Roman New Orleans Jazz Band,1,Performer,92,8,0.221814,0.230883,0,0.000845
1646p,Romana Righetti,Romana Righetti,1,Performer,242,1,1,1,0,0.000222
1647p,Romano Lucchini,Romano Lucchini,13,Performer,243,2,0.666667,0.75,0,0.000236
1648p,Romano Mussolini,Romano Mussolini,5,Performer,92,7,0.256472,0.269154,753.96581,0.00532
1933p,Ron Jefferson,Ron Jefferson,1,Performer,126,3,0.517241,0.622222,0,0.001553
1649p,Rosa Laghezza,Rosa Laghezza,3,Performer,244,8,0.250974,0.267776,0,0.003067
1650p,Rosanna Carteri,Rosanna Carteri,5,Performer,179,7,0.297735,0.326749,0,0.02809
1651p,Rosanna Giancola,Rosanna Giancola,1,Performer,51,8,0.271425,0.293042,0,0.010633
1652p,Rosella Masseglia Natali,Rosella Masseglia Natali,1,Performer,92,8,0.221992,0.234671,0,0.003937
1653p,Rosemarie De Rive,Rosemarie De Rive,1,Performer,179,7,0.328795,0.36335,16.317157,0.073774
1654p,Rosetta Ely,Rosetta Ely,1,Performer,179,8,0.241863,0.254694,0,0.001058
1655p,Rosita Bentivegna,Rosita Bentivegna,3,Performer,273,6,0.313433,0.330374,1305.973755,0.019622
1656p,Rosita Winter,Rosita Winter,1,Performer,179,7,0.315532,0.345417,0,0.056041
1657p,Rossano Jalente,Rossano Jalente,3,Performer,92,9,0.165001,0.170321,0,0.000831
1658p,Rossella Gui,Rossella Gui,1,Performer,92,7,0.251301,0.262999,0.125,0.005694
1659p,Rosy De Sevilla,Rosy De Sevilla,2,Performer,245,1,1,1,0,0.000222
1660p,Rosy Grison,Rosy Grison,3,Performer,92,8,0.20167,0.209895,0,0.001487
1661p,Rosy Madia,Rosy Madia,1,Performer,246,2,0.583333,0.642857,0,0.000556
1662p,Roy Bradley,Roy Bradley,31,Performer,247,8,0.216884,0.22796,488.85437,0.003052
1663p,Roy Bradley and His Crazy Band,Roy Bradley and His Crazy Band,31,Performer,247,8,0.216884,0.22796,488.85437,0.003052
1664p,Roy Eldrige,Roy Eldrige,2,Performer,264,4,0.4,0.470238,0,0.001158
1665p,Ruben Calzado,Ruben Calzado,1,Performer,248,1,1,1,0,0.000222
1666p,Rudolf Ewerhart,Rudolf Ewerhart,1,Performer,179,7,0.305406,0.331406,0,0.033416
1667p,Rudolf Firkusny,Rudolf Firkusny,3,Performer,179,7,0.330822,0.365542,6.381559,0.085676
1668p,Rudolf Kempe,Rudolf Kempe,5,Performer,179,7,0.342735,0.376998,241.359198,0.119558
1669p,Rudolf Serkin,Rudolf Serkin,3,Performer,179,7,0.324542,0.363066,12.46933,0.077532
1670p,Rudolf Zastner,Rudolf Zastner,1,Performer,179,8,0.293394,0.321923,0,0.027945
1672p,Ruggero Gori,Ruggero Gori,50,Performer,64,8,0.224651,0.235534,0.2,0.002759
1673p,Ruggero Maghini,Ruggero Maghini,3,Performer,179,8,0.308626,0.33647,622.002204,0.049234
1671p,Ruggero Oppi,Ruggero Oppi,2,Performer,249,1,1,1,1,0.000445
1675p,Ruth Binder,Ruth Binder,1,Performer,250,0,0,0,0,0
1676p,Ruth Schmid-Gagnebis,Ruth Schmid-Gagnebis,1,Performer,179,7,0.309715,0.340513,0,0.037644
1677p,Ryoko Ohono,Ryoko Ohono,1,Performer,179,7,0.321839,0.357482,0,0.071607
1678p,Sabrina Nava,Sabrina Nava,2,Performer,92,10,0.144535,0.14808,0,0.000252
1679p,Sacha Distel,Sacha Distel,1,Performer,104,2,0.625,0.7,0,0.000532
1680p,Salvatore Accardo,Salvatore Accardo,3,Performer,179,7,0.32427,0.362295,55.971754,0.09399
1681p,Salvatore Bona,Salvatore Bona,1,Performer,251,1,1,1,0,0.000222
1682p,Salvatore Buccheri,Salvatore Buccheri,1,Performer,51,8,0.290308,0.313853,0,0.029674
1683p,Salvatore Gioia,Salvatore Gioia,3,Performer,51,8,0.276712,0.298945,0,0.010476
1684p,Salvatore Puma,Salvatore Puma,4,Performer,179,7,0.297551,0.326576,0,0.027079
1685p,Sammy Walker,Sammy Walker,1,Performer,92,8,0.21124,0.219167,0,0.001876
1686p,Samson Francois,Samson Francois,1,Performer,252,0,0,0,0,0
1687p,Sandor Konya,Sandor Konya,8,Performer,179,7,0.298609,0.328327,12.233861,0.031236
1688p,Sandra Ballinari,Sandra Ballinari,78,Performer,64,7,0.259259,0.271818,7830.589598,0.005991
1689p,Sandra Mondaini,Sandra Mondaini,213,Performer,290,8,0.214643,0.227502,5091.993579,0.00546
1690p,Sandra Peruzzi,Sandra Peruzzi,1,Performer,193,1,1,1,0,0.000474
1691p,Sandro Dalla Libera,Sandro Dalla Libera,1,Performer,253,0,0,0,0,0
1692p,Sandro Delle Donne,Sandro Delle Donne,1,Performer,254,1,1,1,0,0.000222
1693p,Sandro Materassi,Sandro Materassi,1,Performer,179,7,0.316255,0.348577,0,0.053023
1694p,Sashko Gravriloff,Sashko Gravriloff,1,Performer,179,7,0.301498,0.332674,10.804388,0.037698
1695p,Sauro,Sauro,2,Performer,71,1,1,1,0,0.000474
1696p,Sauro e i ribelli di A. Celentano,Sauro e i ribelli di A. Celentano,3,Performer,92,8,0.20167,0.209895,0,0.001487
1697p,Sbarra e Simoni,Sbarra e Simoni,1,Performer,255,0,0,0,0,0
1698p,Serafino Bimbo,Serafino Bimbo,6,Performer,92,8,0.229727,0.239766,0,0.001441
1699p,Serge Baduo,Serge Baduo,4,Performer,179,7,0.304252,0.334831,6.526418,0.034502
1700p,Serge Lifar,Serge Lifar,2,Performer,179,7,0.314351,0.344717,20.082882,0.056046
1701p,Sergia Maddalena,Sergia Maddalena,5,Performer,256,1,1,1,0,0.000474
1702p,Sergio Bonfanti,Sergio Bonfanti,1,Performer,179,8,0.304348,0.333509,0,0.037882
1703p,Sergio Bozzetti,Sergio Bozzetti,65,Performer,257,8,0.237492,0.248379,173.324729,0.003244
1704p,Sergio Bruni,Sergio Bruni,5,Performer,64,10,0.149351,0.153699,0,0.001493
1705p,Sergio Cafaro,Sergio Cafaro,3,Performer,179,7,0.346175,0.386525,109.441317,0.143143
1706p,Sergio Crozzoli,Sergio Crozzoli,3,Performer,179,7,0.346858,0.384969,516.692557,0.140013
1707p,Sergio Endrigo,Sergio Endrigo,8,Performer,92,7,0.25278,0.266482,609.98235,0.005235
1708p,Sergio Fanni,Sergio Fanni,3,Performer,92,7,0.250032,0.261737,282.850236,0.004123
1709p,Sergio Fiorentino,Sergio Fiorentino,1,Performer,179,8,0.279433,0.300745,0,0.010762
1710p,Sergio Franchi,Sergio Franchi,1,Performer,92,8,0.239821,0.254021,63.325624,0.004136
1711p,Sergio Lorenzi,Sergio Lorenzi,4,Performer,179,7,0.341162,0.380241,205.519231,0.13886
1712p,Sergio Marzorati,Sergio Marzorati,1,Performer,258,0,0,0,0,0
1713p,Sergio Massaron,Sergio Massaron,3,Performer,83,7,0.295413,0.317941,584.643158,0.020423
1714p,Sergio Nardi,Sergio Nardi,6,Performer,92,7,0.273345,0.292707,4942.187792,0.01383
1934p,Sergio Pezzetti,Sergio Pezzetti,5,Performer,179,7,0.300093,0.330199,0,0.035161
1715p,Sergio Renda,Sergio Renda,1,Performer,92,7,0.269795,0.284555,202.132946,0.008288
1716p,Sergiu Celibidache,Sergiu Celibidache,33,Performer,179,7,0.378527,0.425712,4136.074331,0.337973
1717p,Sergiu Commissiona,Sergiu Commissiona,1,Performer,179,7,0.292196,0.31449,7.090002,0.030341
1718p,Serse Busetto,Serse Busetto,1,Performer,179,8,0.292461,0.319724,0,0.018005
1719p,Sestetto Basso-Valdambrini,Sestetto Basso-Valdambrini,1,Performer,92,7,0.261931,0.274336,7.684992,0.005544
1720p,Sestetto Felix,Sestetto Felix,26,Performer,259,0,0,0,0,0
1721p,Sestetto Jazz Borruto,Sestetto Jazz Borruto,1,Performer,92,9,0.174494,0.179811,0,0.000304
1722p,sestetto Woltz,sestetto Woltz,1,Performer,210,2,0.6,0.666667,0,0.000251
1723p,Severino Gazzelloni,Severino Gazzelloni,7,Performer,179,7,0.351273,0.399318,2598.545319,0.197967
1724p,Shirley Bassey,Shirley Bassey,29,Performer,260,0,0,0,0,0
1725p,Sidney Bechet,Sidney Bechet,2,Performer,261,1,1,1,0,0.000222
1726p,Silvano Bado,Silvano Bado,1,Performer,262,1,1,1,0,0.000222
1727p,Silvano Berlinghieri,Silvano Berlinghieri,2,Performer,14,8,0.262179,0.280181,0,0.005637
1728p,Silvano De Francesco,Silvano De Francesco,5,Performer,51,8,0.301075,0.334527,2502.823564,0.035711
1729p,Silvano Giaccheri,Silvano Giaccheri,1,Performer,179,7,0.304732,0.335961,0,0.041827
1730p,Silver Disy,Silver Disy,1,Performer,263,1,1,1,0,0.000474
1731p,Silvia Guidi,Silvia Guidi,4,Performer,257,8,0.236128,0.245998,0,0.002794
1732p,Simona Gori,Simona Gori,3,Performer,68,7,0.241229,0.248357,0,0.001225
1733p,Simonian Bedoyan,Simonian Bedoyan,1,Performer,179,8,0.291139,0.316633,0.854802,0.028626
1734p,Singakademie di Vienna,Singakademie di Vienna,2,Performer,179,7,0.295956,0.323729,0,0.022137
1735p,Sirio Piovesan,Sirio Piovesan,1,Performer,179,7,0.310811,0.339286,0,0.048961
1736p,Slavko Zlatic,Slavko Zlatic,1,Performer,179,8,0.292461,0.319724,0,0.018005
1737p,Societ� cameristica italiana di Firenze,Societ� cameristica italiana di Firenze,1,Performer,179,7,0.28316,0.301611,39.097547,0.013553
1738p,solisti della Soci�t� Bach d'Anvers,solisti della Soci�t� Bach d'Anvers,1,Performer,179,7,0.305261,0.336987,0,0.041185
1739p,Sonia Gessner,Sonia Gessner,14,Performer,149,2,0.857143,0.916667,0,0.001528
1740p,Sportelli,Sportelli,1,Performer,246,2,0.777778,0.857143,0,0.00147
1741p,Stan Getz,Stan Getz,5,Performer,264,3,0.56,0.678571,203.5,0.003705
1742p,Stanley Weiner,Stanley Weiner,1,Performer,265,0,0,0,0,0
1743p,Stefania Malag�,Stefania Malag�,14,Performer,179,7,0.32093,0.357511,1101.567771,0.097376
1744p,Stefania Sina Daris,Stefania Sina Daris,3,Performer,14,7,0.273732,0.292009,0,0.007278
1745p,Stella Dizzy,Stella Dizzy,3,Performer,92,7,0.257806,0.274959,1902.255308,0.010628
1746p,Stepjan Sulek,Stepjan Sulek,1,Performer,179,8,0.235122,0.248256,0,0.002074
1747p,Stjepan Andrasevic,Stjepan Andrasevic,2,Performer,179,7,0.302726,0.335315,2.882218,0.049521
1748p,Suddeutsches Kammertrio,Suddeutsches Kammertrio,1,Performer,179,8,0.302774,0.330981,0,0.030313
1749p,Susanna Egri,Susanna Egri,2,Performer,179,7,0.306375,0.332347,0,0.034135
1750p,Susanna Mildonian,Susanna Mildonian,1,Performer,266,1,1,1,0,0.000474
1751p,Sviatoslav Richter,Sviatoslav Richter,3,Performer,179,7,0.333103,0.371364,158.443358,0.102777
1752p,Sylvia Rosenberg,Sylvia Rosenberg,1,Performer,179,7,0.318025,0.350653,0,0.056134
1753p,Szymon Goldberg,Szymon Goldberg,1,Performer,179,7,0.294422,0.319255,0,0.02469
1754p,Takahiro Sonoda,Takahiro Sonoda,1,Performer,179,8,0.314453,0.347415,0,0.049749
1755p,Tamas Vasary,Tamas Vasary,1,Performer,179,7,0.327513,0.364455,0,0.075276
1756p,Tatiana Kozelkin,Tatiana Kozelkin,1,Performer,179,8,0.278066,0.298991,0,0.012268
1757p,Teatro dei burattini di Mosca,Teatro dei burattini di Mosca,14,Performer,267,0,0,0,0,0
1758p,Teatro di studio della danza di Torino,Teatro di studio della danza di Torino,2,Performer,179,7,0.306375,0.332347,0,0.034135
1894p,Teatro Popolare Italiano,Teatro Popolare Italiano,39,Performer,268,0,0,0,0,0
1759p,Teatro Stabile di Torino,Teatro Stabile di Torino,13,Performer,51,9,0.212098,0.220802,0,0.000459
1760p,Teddy Lane,Teddy Lane,7,Performer,92,7,0.23146,0.23948,0,0.001907
1761p,Teddy Reno,Teddy Reno,15,Performer,290,8,0.216277,0.224831,0,0.001333
1762p,Teodoro Rovetta,Teodoro Rovetta,9,Performer,51,7,0.349051,0.392971,11146.375948,0.195924
1763p,Teresa Berganza,Teresa Berganza,9,Performer,179,7,0.309566,0.340231,457.866041,0.042288
1764p,Teresa Stich Randall,Teresa Stich Randall,2,Performer,179,7,0.313331,0.345976,0,0.044886
1765p,Teresa Strauss,Teresa Strauss,3,Performer,179,7,0.300093,0.330199,0,0.035161
1766p,Thaddeus Kozouch,Thaddeus Kozouch,1,Performer,179,7,0.289612,0.312971,0,0.027582
1935p,The Alcett's,The Alcett's,3,Performer,247,8,0.215457,0.224859,0,0.002168
1767p,The Four Saints,The Four Saints,53,Performer,247,7,0.274393,0.294777,32214.592466,0.014021
1768p,The golden age singers of London,The golden age singers of London,1,Performer,179,8,0.260799,0.279581,0,0.003831
1769p,The King's Men,The King's Men,1,Performer,269,0,0,0,0,0
1770p,Th��tre d'Art du Ballet,Th��tre d'Art du Ballet,2,Performer,179,8,0.230521,0.242753,0,0.001084
1771p,Theatre National Populaire,Theatre National Populaire,13,Performer,270,1,1,1,0,0.000222
1772p,Thelonius Monk,Thelonius Monk,2,Performer,34,1,1,1,0.2,0.001802
1773p,Thomas Schippers,Thomas Schippers,5,Performer,179,7,0.307987,0.343269,110.1668,0.065972
1774p,Thomas Ungar,Thomas Ungar,1,Performer,179,7,0.321411,0.354596,0,0.07057
1775p,Tina Brooks,Tina Brooks,3,Performer,271,1,1,1,0,0.001437
1776p,Tina Signorile,Tina Signorile,1,Performer,223,2,0.666667,0.75,0,0.000236
1777p,Tina Toscano,Tina Toscano,1,Performer,272,1,1,1,0,0.000222
1778p,Tino Buazzelli,Tino Buazzelli,51,Performer,273,7,0.271196,0.285077,1589.334633,0.005907
1779p,Tino Carraro,Tino Carraro,363,Performer,273,7,0.31247,0.331026,12924.716001,0.018228
1780p,Tino D'Ambrosio,Tino D'Ambrosio,1,Performer,274,0,0,0,0,0
1781p,Tino Scotti,Tino Scotti,55,Performer,64,8,0.214905,0.225219,58.06717,0.002093
1782p,Tito Gobbi,Tito Gobbi,6,Performer,179,7,0.297368,0.328129,60.779455,0.032169
1783p,Toni,Toni,2,Performer,241,1,1,1,0,0.000474
1784p,Tonina Torrielli,Tonina Torrielli,20,Performer,92,7,0.287244,0.303162,9894.027545,0.008866
1785p,Tonini Nava,Tonini Nava,7,Performer,92,7,0.23146,0.23948,0,0.001907
1786p,Tonino Formisano,Tonino Formisano,3,Performer,275,1,1,1,0,0.000222
1787p,Tonino Pierfederici,Tonino Pierfederici,32,Performer,29,8,0.236446,0.248334,0,0.002808
1788p,Tony Dallara,Tony Dallara,10,Performer,92,8,0.258704,0.278667,4510.009198,0.013228
1789p,Tony De Vita Quartet,Tony De Vita Quartet,3,Performer,92,7,0.275018,0.287897,1.6,0.00499
1790p,Tony Renis,Tony Renis,5,Performer,92,7,0.268147,0.289015,4686.302634,0.017068
1791p,Tot� Ruta,Tot� Ruta,1,Performer,276,1,1,1,0,0.000222
1792p,Trio Akeff,Trio Akeff,5,Performer,247,8,0.215601,0.225894,5787,0.002935
1793p,Trio Cacciatori,Trio Cacciatori,1,Performer,179,8,0.290395,0.314039,0,0.019579
1794p,Trio Daniels,Trio Daniels,1,Performer,277,1,1,1,0,0.000222
1795p,Trio Davide Mosconi,Trio Davide Mosconi,2,Performer,278,1,1,1,0,0.000222
1796p,Trio di Colonia,Trio di Colonia,1,Performer,179,7,0.297277,0.322572,0,0.026534
1797p,Trio di Como,Trio di Como,1,Performer,279,0,0,0,0,0
1798p,Trio di Trieste,Trio di Trieste,8,Performer,179,7,0.35626,0.394139,129.056988,0.153244
1936p,Trio Enrico Intra,Trio Enrico Intra,1,Performer,92,8,0.248233,0.259507,5.744803,0.004265
1799p,Trio Los Paraguajos,Trio Los Paraguajos,16,Performer,92,8,0.224703,0.232236,0,0.001415
1800p,Trio Oscar Peterson,Trio Oscar Peterson,1,Performer,264,5,0.35,0.477381,0.2,0.001961
1801p,Trio Pro Musica,Trio Pro Musica,3,Performer,179,7,0.311362,0.343414,104.51393,0.060055
1802p,"Trio Rock ""La rovina del secolo""","Trio Rock ""La rovina del secolo""",1,Performer,263,1,1,1,0,0.000474
1803p,Trio sorelle Joyce,Trio sorelle Joyce,6,Performer,236,2,0.666667,0.75,0,0.000236
1804p,Tullio Pendoli,Tullio Pendoli,27,Performer,227,2,0.714286,0.8,0,0.000856
1805p,Tusa Santo,Tusa Santo,2,Performer,3,8,0.292772,0.319327,0.142857,0.021732
1806p,Ugo Calise,Ugo Calise,6,Performer,280,0,0,0,0,0
1937p,Ugo D'Alessio,Ugo D'Alessio,22,Performer,144,8,0.217006,0.227743,0.166667,0.002411
1807p,Ugo Rinaldi,Ugo Rinaldi,1,Performer,281,0,0,0,0,0
1808p,Ugo Tognazzi,Ugo Tognazzi,10,Performer,290,7,0.245271,0.255519,0,0.002175
1809p,Ugo Trama,Ugo Trama,2,Performer,179,7,0.322484,0.356613,98.073829,0.076673
1810p,Umberto Benedetti Michelangeli,Umberto Benedetti Michelangeli,1,Performer,179,7,0.290745,0.31319,0,0.020265
1811p,Umberto Bindi,Umberto Bindi,24,Performer,92,7,0.272496,0.29671,6354.281829,0.022444
1812p,Umberto Cas�,Umberto Cas�,3,Performer,92,7,0.275057,0.288156,5787,0.005108
1813p,Umberto Cattini,Umberto Cattini,9,Performer,179,7,0.351401,0.392156,743.635942,0.142274
1814p,Umberto Fusco,Umberto Fusco,3,Performer,92,8,0.232156,0.240996,0,0.002345
1815p,Valentina Fortunato,Valentina Fortunato,135,Performer,273,7,0.263467,0.273918,0,0.003089
1816p,Valentino Barcellesi,Valentino Barcellesi,2,Performer,282,8,0.25351,0.270326,5787,0.004512
1817p,Valeria Fabrizi,Valeria Fabrizi,20,Performer,290,10,0.171034,0.177782,0,0.000936
1818p,Valeria Moriconi,Valeria Moriconi,44,Performer,273,7,0.258704,0.269329,0,0.003566
